node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
F5	LMAN1L	4442956	4438588	9606.ENSP00000356771	9606.ENSP00000310431	0	0	0	0	0	0	0.900	0	0.900
MDGA1	ART3	4448238	4441793	9606.ENSP00000402584	9606.ENSP00000348064	0	0	0	0	0	0	0.900	0	0.900
GPR4	NTS	4439307	4434454	9606.ENSP00000319744	9606.ENSP00000256010	0	0	0	0	0	0	0.900	0.041	0.900
MCHR2	ACKR3	4436446	4436051	9606.ENSP00000281806	9606.ENSP00000272928	0	0	0	0.603	0	0	0.900	0	0.900
CD55	DYNC1I1	4442798	4439335	9606.ENSP00000356030	9606.ENSP00000320130	0	0	0	0	0	0	0.900	0	0.900
CD177	CD93	4451398	4433960	9606.ENSP00000479536	9606.ENSP00000246006	0	0	0	0	0	0	0.900	0	0.900
HIST1H2BD	THBS1	4436804	4434771	9606.ENSP00000289316	9606.ENSP00000260356	0	0	0	0	0	0	0.900	0	0.900
SNAI2	CBX2	4446599	4438444	9606.ENSP00000380034	9606.ENSP00000308750	0	0	0	0	0	0	0.900	0	0.900
PENK	FSTL1	4439673	4437169	9606.ENSP00000324248	9606.ENSP00000295633	0	0	0	0	0	0	0.900	0	0.900
CD177	SNAP25	4451398	4434401	9606.ENSP00000479536	9606.ENSP00000254976	0	0	0	0	0	0	0.900	0.042	0.900
HSPA1A	DNAJB4	4444600	4443614	9606.ENSP00000364802	9606.ENSP00000359799	0.043	0	0.439	0	0.307	0.476	0	0.566	0.900
F5	FSTL1	4442956	4437169	9606.ENSP00000356771	9606.ENSP00000295633	0	0	0	0	0	0	0.900	0	0.900
CXCL8	INSL5	4438229	4437887	9606.ENSP00000306512	9606.ENSP00000302724	0	0	0	0	0	0	0.900	0	0.900
ACTN2	MAGED2	4450086	4444497	9606.ENSP00000443495	9606.ENSP00000364209	0	0	0	0	0	0	0.900	0	0.900
GNG12	P2RY1	4443646	4438073	9606.ENSP00000360021	9606.ENSP00000304767	0	0	0	0	0	0	0.900	0	0.900
CD177	ATP6AP2	4451398	4445054	9606.ENSP00000479536	9606.ENSP00000367697	0	0	0	0	0	0	0.900	0	0.900
CYR61	CHGB	4448043	4445138	9606.ENSP00000398736	9606.ENSP00000368244	0	0	0	0	0	0	0.900	0	0.900
PSMB8	DHH	4444469	4435735	9606.ENSP00000364016	9606.ENSP00000266991	0	0	0	0	0	0	0.900	0.042	0.900
INSL5	OPRD1	4437887	4433642	9606.ENSP00000302724	9606.ENSP00000234961	0	0	0	0	0	0	0.900	0	0.900
PRKAR1B	CXCL12	4447267	4446453	9606.ENSP00000385749	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.900
ADM	GNG2	4449788	4440566	9606.ENSP00000436607	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
CGA	ADM	4451648	4449788	9606.ENSP00000482232	9606.ENSP00000436607	0	0	0	0	0	0	0.900	0	0.900
REEP1	OR5L2	4449862	4445047	9606.ENSP00000438346	9606.ENSP00000367650	0	0	0	0	0	0	0.900	0	0.900
ATP6AP2	CD93	4445054	4433960	9606.ENSP00000367697	9606.ENSP00000246006	0	0	0	0	0	0	0.900	0	0.900
MATN3	CST3	4447047	4446810	9606.ENSP00000383894	9606.ENSP00000381448	0	0	0	0	0	0	0.900	0	0.900
GFRA2	PIK3R3	4449453	4435132	9606.ENSP00000428518	9606.ENSP00000262741	0	0	0	0	0	0	0.900	0	0.900
CCR4	PENK	4440381	4439673	9606.ENSP00000332659	9606.ENSP00000324248	0	0	0	0	0	0	0.900	0	0.900
REEP1	OR7G3	4449862	4437906	9606.ENSP00000438346	9606.ENSP00000302867	0	0	0	0	0	0	0.900	0	0.900
ADAM12	PRKCB	4443148	4438120	9606.ENSP00000357668	9606.ENSP00000305355	0	0	0	0	0	0	0.900	0	0.900
GRIA1	SEC16B	4449480	4438404	9606.ENSP00000428994	9606.ENSP00000308339	0	0	0	0	0	0	0.900	0	0.900
GPSM1	CX3CL1	4447769	4432567	9606.ENSP00000392828	9606.ENSP00000006053	0	0	0	0	0	0	0.900	0	0.900
EDN1	PRKAR2B	4445200	4435635	9606.ENSP00000368683	9606.ENSP00000265717	0	0	0	0	0	0	0.900	0	0.900
CXCL12	CHRM1	4446453	4438226	9606.ENSP00000379140	9606.ENSP00000306490	0	0	0	0	0	0	0.900	0	0.900
CGA	GNG12	4451648	4443646	9606.ENSP00000482232	9606.ENSP00000360021	0	0	0	0	0	0	0.900	0	0.900
OR2C3	RTP1	4442678	4438720	9606.ENSP00000355443	9606.ENSP00000311712	0	0	0	0	0	0	0.900	0	0.900
APLNR	INSL5	4451129	4437887	9606.ENSP00000475344	9606.ENSP00000302724	0	0	0	0	0	0	0.900	0	0.900
ANXA1	GRM8	4444796	4441396	9606.ENSP00000366109	9606.ENSP00000344173	0	0	0	0	0	0	0.900	0	0.900
FCER1G	SNAP25	4436828	4434401	9606.ENSP00000289902	9606.ENSP00000254976	0	0	0	0	0	0	0.900	0	0.900
ANXA1	MCHR2	4444796	4436446	9606.ENSP00000366109	9606.ENSP00000281806	0	0	0	0	0	0	0.900	0	0.900
ROR2	CLTB	4444612	4438496	9606.ENSP00000364860	9606.ENSP00000309415	0	0	0	0	0	0	0.900	0	0.900
IGFBP1	VGF	4436188	4434091	9606.ENSP00000275525	9606.ENSP00000249330	0	0	0	0	0	0	0.900	0	0.900
TRIM63	FBXO2	4444355	4441603	9606.ENSP00000363390	9606.ENSP00000346240	0	0	0	0	0	0	0.900	0	0.900
GPSM1	GPR37L1	4447769	4442851	9606.ENSP00000392828	9606.ENSP00000356251	0	0	0	0	0	0	0.900	0	0.900
GNG12	PENK	4443646	4439673	9606.ENSP00000360021	9606.ENSP00000324248	0	0	0	0	0	0	0.900	0.049	0.900
GPSM1	ANXA1	4447769	4444796	9606.ENSP00000392828	9606.ENSP00000366109	0	0	0	0	0	0	0.900	0	0.900
MAGED2	THBS1	4444497	4434771	9606.ENSP00000364209	9606.ENSP00000260356	0	0	0	0	0	0	0.900	0	0.900
GNG12	INSL5	4443646	4437887	9606.ENSP00000360021	9606.ENSP00000302724	0	0	0	0	0	0	0.900	0	0.900
GNG12	MAPK14	4443646	4433482	9606.ENSP00000360021	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.050	0.900
TNRC6B	MAPK14	4448205	4433482	9606.ENSP00000401946	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0	0.900
NSF	CD55	4446795	4442798	9606.ENSP00000381293	9606.ENSP00000356030	0	0	0	0	0	0	0.900	0	0.900
GPR176	VIP	4450416	4442841	9606.ENSP00000453076	9606.ENSP00000356213	0	0	0	0	0	0	0.900	0	0.900
F8	YKT6	4442351	4433283	9606.ENSP00000353393	9606.ENSP00000223369	0	0	0	0	0	0	0.900	0	0.900
APLNR	GPSM1	4451129	4447769	9606.ENSP00000475344	9606.ENSP00000392828	0	0	0	0	0	0	0.900	0	0.900
CASP8	COL4A5	4442125	4440310	9606.ENSP00000351273	9606.ENSP00000331902	0	0	0	0	0	0	0.900	0	0.900
ACKR3	MCHR1	4436051	4434080	9606.ENSP00000272928	9606.ENSP00000249016	0	0	0	0.617	0	0	0.900	0.048	0.900
F5	YKT6	4442956	4433283	9606.ENSP00000356771	9606.ENSP00000223369	0	0	0	0	0	0	0.900	0	0.900
TF	SYNJ2	4447279	4441760	9606.ENSP00000385834	9606.ENSP00000347792	0	0	0	0	0	0	0.900	0	0.900
CD55	YKT6	4442798	4433283	9606.ENSP00000356030	9606.ENSP00000223369	0	0	0	0	0	0	0.900	0	0.900
CXCL12	GRM2	4446453	4446365	9606.ENSP00000379140	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.900
ANXA1	CHRM1	4444796	4438226	9606.ENSP00000366109	9606.ENSP00000306490	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	CBX2	4448205	4438444	9606.ENSP00000401946	9606.ENSP00000308750	0	0	0	0	0	0	0.900	0	0.900
CXCL12	ADCY2	4446453	4441294	9606.ENSP00000379140	9606.ENSP00000342952	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	NLK	4448205	4447146	9606.ENSP00000401946	9606.ENSP00000384625	0	0	0	0	0	0	0.900	0	0.900
MDGA2	THY1	4446901	4436571	9606.ENSP00000382178	9606.ENSP00000284240	0	0	0	0	0	0	0.900	0	0.900
F8	LMAN1L	4442351	4438588	9606.ENSP00000353393	9606.ENSP00000310431	0	0	0	0	0	0	0.900	0	0.900
GPR37L1	CXCL8	4442851	4438229	9606.ENSP00000356251	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0	0.900
GPR4	MCHR2	4439307	4436446	9606.ENSP00000319744	9606.ENSP00000281806	0	0	0	0.638	0	0	0.900	0.049	0.900
EDNRA	CHRM1	4438963	4438226	9606.ENSP00000315011	9606.ENSP00000306490	0	0	0	0	0	0	0.900	0.050	0.900
PENK	IGFBP1	4439673	4436188	9606.ENSP00000324248	9606.ENSP00000275525	0	0	0	0	0	0	0.900	0.046	0.900
ANXA1	MCHR1	4444796	4434080	9606.ENSP00000366109	9606.ENSP00000249016	0	0	0	0	0	0	0.900	0	0.900
ROBO1	CABLES1	4449112	4434517	9606.ENSP00000420321	9606.ENSP00000256925	0	0	0	0	0	0	0.900	0	0.900
AGA	LYZ	4435453	4434847	9606.ENSP00000264595	9606.ENSP00000261267	0	0	0	0	0	0	0.900	0	0.900
SH3KBP1	LDLRAP1	4446733	4444372	9606.ENSP00000380921	9606.ENSP00000363458	0	0	0	0	0	0	0.900	0	0.900
INSL5	ACKR3	4437887	4436051	9606.ENSP00000302724	9606.ENSP00000272928	0	0	0	0	0	0	0.900	0	0.900
GPR37L1	CCR4	4442851	4440381	9606.ENSP00000356251	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	ZNF217	4448205	4443754	9606.ENSP00000401946	9606.ENSP00000360526	0	0	0	0	0	0	0.900	0	0.900
PENK	IGFBP4	4439673	4435901	9606.ENSP00000324248	9606.ENSP00000269593	0	0	0	0	0	0	0.900	0.050	0.900
IGFBP3	F5	4445494	4442956	9606.ENSP00000370473	9606.ENSP00000356771	0	0	0	0	0	0	0.900	0	0.900
GNG2	NTS	4440566	4434454	9606.ENSP00000334448	9606.ENSP00000256010	0	0	0	0	0	0	0.900	0.045	0.900
GPSM1	INSL5	4447769	4437887	9606.ENSP00000392828	9606.ENSP00000302724	0	0	0	0	0	0	0.900	0	0.900
ANXA1	GPR4	4444796	4439307	9606.ENSP00000366109	9606.ENSP00000319744	0	0	0	0	0	0	0.900	0	0.900
ELAVL2	SART1	4446670	4438591	9606.ENSP00000380479	9606.ENSP00000310448	0	0	0	0	0.044	0	0.900	0	0.900
IGFBP3	SCG2	4445494	4438023	9606.ENSP00000370473	9606.ENSP00000304133	0	0	0	0	0	0	0.900	0	0.900
PACSIN1	LDLRAP1	4451827	4444372	9606.ENSP00000484060	9606.ENSP00000363458	0	0	0	0	0	0	0.900	0	0.900
GNG12	PIK3R3	4443646	4435132	9606.ENSP00000360021	9606.ENSP00000262741	0	0	0	0	0	0	0.900	0	0.900
LYZ	LRRC7	4434847	4432615	9606.ENSP00000261267	9606.ENSP00000035383	0	0	0	0	0	0	0.900	0	0.900
NSF	F5	4446795	4442956	9606.ENSP00000381293	9606.ENSP00000356771	0	0	0	0	0	0	0.900	0	0.900
CD177	FCER1G	4451398	4436828	9606.ENSP00000479536	9606.ENSP00000289902	0	0	0	0	0	0	0.900	0	0.900
ANGPTL4	MED31	4437761	4433333	9606.ENSP00000301455	9606.ENSP00000225728	0	0	0	0	0	0	0.900	0	0.900
GRM8	CXCL8	4441396	4438229	9606.ENSP00000344173	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0	0.900
CHGB	IGFBP1	4445138	4436188	9606.ENSP00000368244	9606.ENSP00000275525	0	0	0	0	0	0	0.900	0	0.900
REEP1	OR4F5	4449862	4440559	9606.ENSP00000438346	9606.ENSP00000334393	0	0	0	0	0	0	0.900	0	0.900
CYR61	TF	4448043	4447279	9606.ENSP00000398736	9606.ENSP00000385834	0	0	0	0	0	0	0.900	0	0.900
ADCY2	CXCL8	4441294	4438229	9606.ENSP00000342952	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0	0.900
SCG2	CP	4438023	4435459	9606.ENSP00000304133	9606.ENSP00000264613	0	0	0	0	0	0	0.900	0	0.900
HMGA2	UBN1	4449827	4446581	9606.ENSP00000437621	9606.ENSP00000379894	0	0	0	0	0	0	0.900	0	0.900
OR2J3	RTP5	4444841	4441515	9606.ENSP00000366374	9606.ENSP00000345374	0	0	0	0	0	0	0.900	0	0.900
LDLRAP1	SYT1	4444372	4434836	9606.ENSP00000363458	9606.ENSP00000261205	0	0	0	0	0	0	0.900	0	0.900
PENK	ACKR3	4439673	4436051	9606.ENSP00000324248	9606.ENSP00000272928	0	0	0	0	0	0	0.900	0.049	0.900
EZR	CLTA	4442801	4433816	9606.ENSP00000356042	9606.ENSP00000242285	0	0	0	0	0	0	0.900	0	0.900
INSL5	CX3CL1	4437887	4432567	9606.ENSP00000302724	9606.ENSP00000006053	0	0	0	0	0	0	0.900	0	0.900
OR2C3	RTP5	4442678	4441515	9606.ENSP00000355443	9606.ENSP00000345374	0	0	0	0	0	0	0.900	0	0.900
GPR4	P2RY1	4439307	4438073	9606.ENSP00000319744	9606.ENSP00000304767	0	0	0	0.737	0	0	0.900	0.067	0.900
GPSM1	CCR4	4447769	4440381	9606.ENSP00000392828	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
FCGR1B	MT2A	4443305	4433922	9606.ENSP00000358391	9606.ENSP00000245185	0	0	0	0	0	0	0.900	0	0.900
CYR61	SCG2	4448043	4438023	9606.ENSP00000398736	9606.ENSP00000304133	0	0	0	0	0	0	0.900	0.043	0.900
ADM	ADCY2	4449788	4441294	9606.ENSP00000436607	9606.ENSP00000342952	0	0	0	0	0	0	0.900	0	0.900
CLTB	EFNB3	4438496	4433353	9606.ENSP00000309415	9606.ENSP00000226091	0	0	0	0	0	0	0.900	0	0.900
SEMA5B	B3GALTL	4447616	4441300	9606.ENSP00000389588	9606.ENSP00000343002	0	0	0	0	0	0	0.900	0	0.900
REEP1	OR2C3	4449862	4442678	9606.ENSP00000438346	9606.ENSP00000355443	0	0	0	0	0	0	0.900	0	0.900
PSMB8	SUFU	4444469	4443420	9606.ENSP00000364016	9606.ENSP00000358918	0	0	0	0	0	0	0.900	0.041	0.900
MATN3	SCG2	4447047	4438023	9606.ENSP00000383894	9606.ENSP00000304133	0	0	0	0	0	0	0.900	0	0.900
SDC1	COL11A2	4445506	4444442	9606.ENSP00000370542	9606.ENSP00000363840	0	0	0	0	0	0	0.900	0	0.900
XAF1	EGR1	4442548	4433758	9606.ENSP00000354822	9606.ENSP00000239938	0	0	0	0	0	0	0.900	0.046	0.900
GPR37L1	CCR1	4442851	4437243	9606.ENSP00000356251	9606.ENSP00000296140	0	0	0	0	0	0	0.900	0	0.900
GPR4	CHRM1	4439307	4438226	9606.ENSP00000319744	9606.ENSP00000306490	0	0	0	0	0	0	0.900	0	0.900
GRM2	INSL5	4446365	4437887	9606.ENSP00000378492	9606.ENSP00000302724	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	HIST1H2BD	4448205	4436804	9606.ENSP00000401946	9606.ENSP00000289316	0	0	0	0	0	0	0.900	0	0.900
GNG2	GPR4	4440566	4439307	9606.ENSP00000334448	9606.ENSP00000319744	0	0	0	0	0	0	0.900	0	0.900
LPAR1	CCR4	4444391	4440381	9606.ENSP00000363553	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
CCR4	MCHR2	4440381	4436446	9606.ENSP00000332659	9606.ENSP00000281806	0	0	0	0.654	0	0	0.900	0	0.900
DNALI1	DNAH9	4437250	4435084	9606.ENSP00000296218	9606.ENSP00000262442	0	0	0	0	0.064	0	0.540	0.784	0.899
GPC4	COL18A1	4443623	4441742	9606.ENSP00000359864	9606.ENSP00000347665	0	0	0	0	0.090	0.379	0	0.833	0.898
SATB2	BCL11B	4448158	4441965	9606.ENSP00000401112	9606.ENSP00000349723	0	0	0	0	0	0.081	0	0.893	0.898
CENPF	ANLN	4442771	4435644	9606.ENSP00000355922	9606.ENSP00000265748	0	0	0	0	0.806	0	0	0.492	0.897
KIT	FGF2	4436763	4435443	9606.ENSP00000288135	9606.ENSP00000264498	0	0	0	0	0	0.267	0.600	0.673	0.896
C1QC	TYROBP	4444427	4435115	9606.ENSP00000363770	9606.ENSP00000262629	0	0	0	0	0.850	0	0	0.334	0.895
RPH3A	RAB27B	4445848	4435002	9606.ENSP00000374036	9606.ENSP00000262094	0	0	0	0	0.061	0.779	0	0.536	0.895
CCK	FOS	4446515	4438204	9606.ENSP00000379472	9606.ENSP00000306245	0	0	0	0	0.052	0	0	0.890	0.892
VIP	SST	4442841	4436733	9606.ENSP00000356213	9606.ENSP00000287641	0	0	0	0	0.157	0	0	0.877	0.892
KIF2C	ANLN	4443901	4435644	9606.ENSP00000361298	9606.ENSP00000265748	0	0	0	0	0.786	0.080	0	0.496	0.892
SST	CHGA	4436733	4432969	9606.ENSP00000287641	9606.ENSP00000216492	0	0	0	0	0.361	0	0	0.838	0.892
CD44	FGF2	4448037	4435443	9606.ENSP00000398632	9606.ENSP00000264498	0	0	0	0	0.060	0.379	0	0.827	0.890
LMO3	LDB2	4450055	4438254	9606.ENSP00000442786	9606.ENSP00000306772	0	0	0	0	0.097	0.774	0	0.505	0.890
C1QB	TYROBP	4438900	4435115	9606.ENSP00000313967	9606.ENSP00000262629	0	0	0	0	0.827	0	0	0.390	0.890
UBN1	HIST1H4B	4446581	4444934	9606.ENSP00000379894	9606.ENSP00000366974	0	0	0	0	0	0.871	0	0.173	0.889
KCNQ3	KCNQ5	4445817	4441485	9606.ENSP00000373648	9606.ENSP00000345055	0	0	0	0.889	0.089	0.379	0.800	0.902	0.889
ADM	EDN1	4449788	4445200	9606.ENSP00000436607	9606.ENSP00000368683	0	0	0	0	0.065	0.379	0	0.822	0.888
ZFP36	FOS	4450924	4438204	9606.ENSP00000469647	9606.ENSP00000306245	0	0	0	0	0.793	0	0	0.477	0.887
CCK	VIP	4446515	4442841	9606.ENSP00000379472	9606.ENSP00000356213	0	0	0	0	0.231	0	0	0.859	0.887
AQP4	SLC1A2	4445746	4436284	9606.ENSP00000372654	9606.ENSP00000278379	0	0	0	0	0.353	0	0	0.832	0.887
FGFR3	FGF5	4440994	4438719	9606.ENSP00000339824	9606.ENSP00000311697	0	0	0	0	0	0.480	0.600	0.496	0.886
CALML4	CAMK4	4449008	4436485	9606.ENSP00000419081	9606.ENSP00000282356	0	0	0	0	0	0.262	0.800	0.290	0.886
MAP2K4	FLNA	4448551	4443409	9606.ENSP00000410402	9606.ENSP00000358866	0	0	0	0	0	0.294	0.800	0.251	0.885
CTNNA3	ACTN1	4447623	4446270	9606.ENSP00000389714	9606.ENSP00000377941	0	0	0	0	0.062	0.381	0.800	0.131	0.885
PLP1	MAG	4451549	4445997	9606.ENSP00000481006	9606.ENSP00000376048	0	0	0	0	0.423	0.379	0	0.703	0.884
CTNNA2	ACTN1	4447148	4446270	9606.ENSP00000384638	9606.ENSP00000377941	0	0	0	0	0	0.381	0.800	0.131	0.883
SV2B	SYT1	4446244	4434836	9606.ENSP00000377779	9606.ENSP00000261205	0	0	0	0	0.194	0.404	0	0.776	0.883
WNT10B	SFRP2	4437717	4436112	9606.ENSP00000301061	9606.ENSP00000274063	0	0	0	0	0	0.262	0.600	0.634	0.882
CHGB	SYT1	4445138	4434836	9606.ENSP00000368244	9606.ENSP00000261205	0	0	0	0	0.196	0.799	0	0.331	0.882
STAT1	FOS	4442456	4438204	9606.ENSP00000354394	9606.ENSP00000306245	0	0	0	0	0	0.520	0	0.762	0.881
PTPRC	KIT	4448605	4436763	9606.ENSP00000411355	9606.ENSP00000288135	0	0	0	0	0	0.094	0	0.874	0.881
CTNNA2	CDH1	4447148	4434944	9606.ENSP00000384638	9606.ENSP00000261769	0	0	0	0	0.061	0.206	0.800	0.295	0.881
PTPRC	ITGB2	4448605	4446737	9606.ENSP00000411355	9606.ENSP00000380948	0	0	0	0	0.763	0.185	0	0.429	0.880
KLF4	CDH1	4444433	4434944	9606.ENSP00000363804	9606.ENSP00000261769	0	0	0	0	0	0.384	0	0.805	0.875
RPS6KA2	PRKCE	4449383	4438196	9606.ENSP00000427015	9606.ENSP00000306124	0	0	0	0.711	0.065	0.871	0	0.065	0.875
ERC1	RIMS1	4450870	4449449	9606.ENSP00000468263	9606.ENSP00000428417	0	0	0	0	0.064	0.454	0	0.774	0.874
XAF1	STAT1	4442548	4442456	9606.ENSP00000354822	9606.ENSP00000354394	0	0	0	0	0.681	0	0	0.623	0.874
DNAJB4	HSPA6	4443614	4438569	9606.ENSP00000359799	9606.ENSP00000310219	0.043	0	0.437	0	0.141	0.476	0	0.559	0.873
CCL15	CCL2	4451829	4433339	9606.ENSP00000484078	9606.ENSP00000225831	0	0	0	0	0.061	0.667	0	0.627	0.873
CD44	ALDH1A1	4448037	4437436	9606.ENSP00000398632	9606.ENSP00000297785	0	0	0	0	0	0	0	0.873	0.873
HEPH	CYBRD1	4449552	4439261	9606.ENSP00000430620	9606.ENSP00000319141	0	0	0	0	0.061	0	0	0.870	0.872
CD44	EZR	4448037	4442801	9606.ENSP00000398632	9606.ENSP00000356042	0	0	0	0	0.063	0.421	0	0.782	0.872
FGF2	THBS1	4435443	4434771	9606.ENSP00000264498	9606.ENSP00000260356	0	0	0	0	0.061	0.379	0	0.796	0.871
SRC	STAT1	4444215	4442456	9606.ENSP00000362680	9606.ENSP00000354394	0	0	0	0	0	0.432	0	0.780	0.870
CCK	PVALB	4446515	4432927	9606.ENSP00000379472	9606.ENSP00000216200	0	0	0	0	0.299	0	0	0.822	0.870
SFRP4	WNT10B	4448564	4437717	9606.ENSP00000410715	9606.ENSP00000301061	0	0	0	0	0	0.262	0.600	0.596	0.870
FGFR3	FGF6	4440994	4433431	9606.ENSP00000339824	9606.ENSP00000228837	0	0	0	0	0	0.316	0.600	0.562	0.870
RPL32	SLC1A2	4448829	4436284	9606.ENSP00000416429	9606.ENSP00000278379	0	0	0	0	0	0.866	0	0.062	0.869
UGT8	AGA	4438710	4435453	9606.ENSP00000311648	9606.ENSP00000264595	0	0	0	0	0	0	0	0.868	0.868
DNAJB4	DNAJB1	4443614	4434353	9606.ENSP00000359799	9606.ENSP00000254322	0	0	0.439	0.970	0	0.864	0	0.670	0.868
CD44	FOXP3	4448037	4444690	9606.ENSP00000398632	9606.ENSP00000365380	0	0	0	0	0	0	0	0.867	0.868
CMIP	FLNA	4450186	4443409	9606.ENSP00000446100	9606.ENSP00000358866	0	0	0	0	0	0.379	0	0.794	0.867
WNT10B	WIF1	4437717	4436681	9606.ENSP00000301061	9606.ENSP00000286574	0	0	0	0	0.050	0	0.600	0.678	0.867
SYT1	CHGA	4434836	4432969	9606.ENSP00000261205	9606.ENSP00000216492	0	0	0	0	0.261	0.799	0	0.172	0.866
GAD2	PVALB	4444701	4432927	9606.ENSP00000365437	9606.ENSP00000216200	0	0	0	0	0.200	0.129	0	0.822	0.865
F8	F3	4442351	4440531	9606.ENSP00000353393	9606.ENSP00000334145	0	0	0	0	0	0	0	0.865	0.865
SOX10	EDNRB	4446610	4444853	9606.ENSP00000380093	9606.ENSP00000366416	0	0	0	0	0.162	0.050	0	0.843	0.864
PFDN4	FLNA	4443740	4443409	9606.ENSP00000360473	9606.ENSP00000358866	0	0	0	0	0	0.864	0	0	0.864
DOCK11	AGA	4436212	4435453	9606.ENSP00000276202	9606.ENSP00000264595	0	0	0	0	0.051	0	0	0.861	0.863
NPY	FOS	4447109	4438204	9606.ENSP00000384364	9606.ENSP00000306245	0	0	0	0	0	0	0	0.862	0.862
PLA2G7	LCAT	4436162	4435353	9606.ENSP00000274793	9606.ENSP00000264005	0	0	0	0	0.061	0	0.720	0.520	0.862
E2F1	MYBL2	4441534	4432993	9606.ENSP00000345571	9606.ENSP00000217026	0	0	0	0	0.545	0.433	0	0.504	0.861
ACTN1	PDLIM1	4446270	4443709	9606.ENSP00000377941	9606.ENSP00000360305	0	0	0	0	0.099	0.566	0	0.672	0.861
GRIA1	KIF5C	4449480	4447796	9606.ENSP00000428994	9606.ENSP00000393379	0	0	0	0	0.197	0.063	0.800	0.190	0.861
BIRC5	FAM64A	4437778	4434116	9606.ENSP00000301633	9606.ENSP00000250056	0	0	0	0	0.831	0	0	0.212	0.861
SCG2	CHGA	4438023	4432969	9606.ENSP00000304133	9606.ENSP00000216492	0	0	0	0	0.250	0	0	0.821	0.860
SST	NTS	4436733	4434454	9606.ENSP00000287641	9606.ENSP00000256010	0	0	0	0	0.064	0	0	0.857	0.860
PTPRC	CSF1R	4448605	4436666	9606.ENSP00000411355	9606.ENSP00000286301	0	0	0	0	0.537	0.094	0	0.693	0.860
RAPGEF3	MAPK14	4447902	4433482	9606.ENSP00000395708	9606.ENSP00000229795	0	0	0	0	0.061	0.080	0.800	0.282	0.859
GABRD	GABRA6	4445082	4436143	9606.ENSP00000367848	9606.ENSP00000274545	0	0	0	0.836	0.527	0.333	0.540	0.680	0.859
FOS	PRKCB	4438204	4438120	9606.ENSP00000306245	9606.ENSP00000305355	0	0	0	0	0	0	0.800	0.325	0.859
IL1R1	IL1R2	4447368	4440220	9606.ENSP00000386380	9606.ENSP00000330959	0	0	0	0.682	0.114	0	0.800	0.754	0.859
ETV1	STK40	4448357	4444116	9606.ENSP00000405327	9606.ENSP00000362222	0	0	0	0	0	0.859	0	0	0.859
CSF1R	KITLG	4436666	4433405	9606.ENSP00000286301	9606.ENSP00000228280	0	0	0	0	0	0.087	0.600	0.643	0.858
CALB2	SST	4438327	4436733	9606.ENSP00000307508	9606.ENSP00000287641	0	0	0	0	0.098	0	0	0.848	0.857
FOSB	DUSP1	4433953	4433734	9606.ENSP00000245919	9606.ENSP00000239223	0	0	0	0	0.676	0.111	0	0.536	0.855
KCNH2	KCNJ2	4435024	4433856	9606.ENSP00000262186	9606.ENSP00000243457	0	0	0	0	0.061	0	0	0.851	0.854
PLA2G7	APOE	4436162	4434227	9606.ENSP00000274793	9606.ENSP00000252486	0	0	0	0	0.062	0	0.720	0.488	0.854
AQP4	MOG	4445746	4444794	9606.ENSP00000372654	9606.ENSP00000366095	0	0	0	0	0.304	0	0	0.796	0.852
RFK	YKT6	4444774	4433283	9606.ENSP00000365926	9606.ENSP00000223369	0	0	0	0	0	0.852	0	0	0.852
NPY	CARTPT	4447109	4437334	9606.ENSP00000384364	9606.ENSP00000296777	0	0	0	0	0.160	0	0	0.832	0.852
PAX6	NEUROD1	4448302	4437120	9606.ENSP00000404100	9606.ENSP00000295108	0	0	0	0	0.174	0.057	0	0.823	0.850
CD163	C1QB	4442211	4438900	9606.ENSP00000352071	9606.ENSP00000313967	0	0	0	0	0.805	0	0	0.263	0.850
RAPGEF4	MAPK14	4446635	4433482	9606.ENSP00000380271	9606.ENSP00000229795	0	0	0	0	0.061	0.080	0.800	0.235	0.850
CXCL12	FGF2	4446453	4435443	9606.ENSP00000379140	9606.ENSP00000264498	0	0	0	0	0.070	0	0	0.845	0.850
NPY	PVALB	4447109	4432927	9606.ENSP00000384364	9606.ENSP00000216200	0	0	0	0	0.105	0	0	0.840	0.850
SNAI2	SOX9	4446599	4433933	9606.ENSP00000380034	9606.ENSP00000245479	0	0	0	0	0.098	0	0	0.838	0.848
